RegionId,Area,AvgHeight,MinHeight,MaxHeight,NearSea,AvgHumidity,Type,CentroidX,CentroidY,CentroidZ,level,Name
356,3600000,1560,1163,1737,0,8,Dry,32100,23900,1500,2,Sandplain
358,5660000,4722,3518,5446,1,59,Tundra,53700,37700,4915,4,Winterridge
359,3630000,3941,3394,4142,0,180,Tundra,52000,18000,3989,5,Icecap
360,4510000,380,291,530,0,55,Humid,13600,55000,393,1,Riverfell
361,3600000,429,1,904,1,38,Ocean,13900,37800,11,1,Oceanmist
362,3600000,3235,2816,3543,0,10,Dry,55200,2600,3295,3,Dry Hollow
363,3600000,1646,1236,1895,0,0,Desert,26400,33800,1633,4,Sunvale
364,3900000,3524,2828,3786,0,6,Dry,57500,27500,3588,5,Dustplain
365,3670000,3841,2887,4396,0,172,Tundra,41000,45500,3806,1,Frostmoor
366,3600000,4357,3750,4715,0,177,Tundra,49400,41300,4256,2,Snowtide
367,3700000,4780,3910,5571,0,171,Tundra,54500,34200,4630,3,Frostcrest
368,3600000,2543,2215,2744,0,130,Humid,20800,45800,2468,4,Shadefen
369,3610000,4211,3458,4586,0,0,Desert,37000,42000,4283,5,Sandstorm
370,3600000,1112,592,1533,1,26,Temperate,15000,46500,963,1,Evervale
371,3970000,3051,2281,4216,0,124,Humid,40600,24600,3030,2,Rainhollow
372,3620000,2760,2012,3020,1,13,Dry,43700,13500,2844,3,Redvale
373,3650000,5026,3942,5458,0,1,Desert,58300,56600,5062,4,Sunforge
374,3640000,1021,512,1610,0,27,Temperate,26700,20400,955,5,Greenstream
375,3600000,608,310,1378,0,20,Temperate,21600,27200,763,1,Willowfen
376,3610000,598,265,1357,0,15,Temperate,15900,57700,563,2,Havenwood
377,5440000,3054,2570,3700,0,53,Tundra,34800,58000,3066,3,Icetrack
378,3620000,2625,2375,2897,0,21,Temperate,24000,49900,2694,4,Leafcrest
379,3630000,3150,2356,3454,0,169,Humid,42600,38500,3239,5,Fogbank
380,3610000,2671,2459,2860,0,138,Humid,22000,44100,2746,1,Riverbend
381,5430000,3734,2833,3988,0,60,Tundra,39600,47800,3892,2,Snowbreak
382,3620000,4080,3250,4365,0,179,Tundra,33600,42800,3933,3,Icemeadow
383,3670000,4804,3749,5111,0,174,Tundra,41700,54800,4847,4,Winter's Edge
384,3700000,5383,4069,5827,0,172,Frozen,51500,35300,5411,5,Icetrail
385,3650000,4025,2448,4536,1,3,Desert,36200,50500,4317,1,Flamestone
386,3610000,5208,4740,5479,0,132,Frozen,56400,52900,5281,2,Snowmere
387,4060000,4253,2091,4917,1,18,Temperate,45900,55100,4760,3,Woodrun
388,3600000,2491,2038,2711,0,4,Desert,43200,19000,2553,4,Sunbreaker
389,3600000,311,1,987,1,158,Ocean,42900,1900,146,1,Seaspire
390,4470000,404,193,3388,1,76,Humid,46200,56500,237,1,Misttide
391,3620000,938,74,1594,1,27,Temperate,24600,25800,1156,2,Evermeadow
392,3630000,5205,4588,5875,0,178,Frozen,59100,48800,5083,3,Whitewind
393,3730000,4074,3612,4372,0,19,Temperate,49400,15000,4195,4,Greenvale
394,3650000,2869,2179,3271,0,173,Humid,39700,37300,2950,5,Shadeleaf
395,3600000,476,370,603,0,15,Temperate,16400,54000,456,1,Hawkglen
396,3610000,518,51,708,1,36,Temperate,13000,50600,555,2,Elmrun
397,3600000,4171,3258,5532,0,174,Tundra,53700,27200,3612,3,Frostspine
398,3660000,4241,3776,4574,1,5,Dry,31700,46600,4290,4,Stonewind
399,3630000,3470,2774,3733,0,1,Desert,54600,24000,3663,5,Firecrest
400,3680000,2648,2218,2845,0,8,Dry,30700,58300,2611,1,Dry Mesa
401,3740000,5270,4411,5685,0,173,Frozen,52000,30600,5524,2,Winterbourne
402,3600000,2108,1310,2694,0,23,Temperate,41700,7500,2194,3,Springvale Reach
403,3600000,1316,1143,1456,0,28,Temperate,15800,45100,1298,4,Greenshadow Vale
404,3640000,3559,3083,3876,0,170,Tundra,40800,48000,3605,5,Iceslope
405,4040000,4128,3427,4775,0,16,Temperate,56400,19400,4129,1,Evergreen Reach
406,3600000,246,186,1119,1,44,Humid,50900,59400,218,2,Riverrest
407,3600000,2071,1803,2219,0,8,Dry,26700,38900,2088,3,Dustfield
408,3920000,1935,1253,2836,0,136,Humid,48800,1500,2177,4,Mistwood Vale
409,3650000,4605,3176,5313,0,176,Tundra,50100,38700,4847,5,Snowstrand
410,3600000,1747,1526,1948,0,17,Temperate,38700,12400,1721,1,Leafmeadow
411,3970000,558,1,1316,1,32,Ocean,24200,28000,758,2,Bluecove
412,3600000,1754,1375,2279,0,9,Dry,33100,25200,1789,3,Redrift
413,3650000,3821,3077,4134,0,176,Tundra,37900,45200,3633,4,Winter's Rest
414,3620000,3083,2701,3387,0,180,Tundra,57500,7100,3228,5,Frostveil
415,3720000,5516,4334,5842,0,173,Frozen,49900,34700,5505,1,Coldcrest
416,3670000,4867,4027,5449,0,2,Frozen,56000,16900,4812,2,Icehollow
417,3620000,4944,4587,5366,0,10,Frozen,57600,58800,4991,3,Winterglen
418,3600000,826,237,1023,0,33,Temperate,15700,36700,925,4,Woodland Rise
419,4170000,5730,4411,6091,0,18,Frozen,47400,31100,5589,5,Snowfen
420,3600000,666,2,908,1,43,Ocean,23800,19300,818,2,Wavepoint
421,5190000,1811,786,2492,0,67,Humid,20500,39800,1960,2,Rainmeadow
422,3600000,2490,2280,2718,0,24,Temperate,19000,43400,2330,3,Greenridge Vale
423,4810000,3571,2725,4022,0,43,Tundra,42300,49300,3647,4,Icefjord
425,3620000,962,596,1377,0,10,Dry,19400,50000,780,1,Stonevale
426,3990000,3993,2771,4457,0,6,Dry,39900,43900,4202,2,Drylake
427,3600000,3070,2270,4056,0,9,Dry,48200,17200,3014,3,Dustfall Flats
428,3600000,155,58,217,1,43,Humid,31600,7400,148,4,Waterwhisper
429,3600000,2792,2460,3414,0,134,Humid,54000,12100,2605,5,Fogwater
430,3680000,3420,2833,3882,1,175,Tundra,44200,34000,3646,1,Winterfrost
431,3630000,1980,1635,2179,0,21,Temperate,36000,21500,2060,2,Summerglen
432,3770000,3094,2339,3793,0,0,Desert,38500,39700,2802,3,Sandwatch
433,3690000,4047,3239,4333,0,175,Tundra,34900,44000,3985,4,Frostglen
434,3660000,4059,2843,4993,0,1,Desert,47500,23400,4555,5,Sunhold
435,3700000,2226,1570,2655,0,19,Temperate,22100,50000,2103,1,Elmshade Grove
437,3670000,2997,2546,3328,0,175,Tundra,35100,54700,2805,3,Icemeer
438,3600000,1618,848,2191,0,15,Temperate,20300,48600,1567,4,Mapledale
439,3610000,2179,1918,2348,0,171,Humid,24500,39900,2106,5,Shadecreek
440,3610000,3185,2469,3638,0,0,Desert,32900,36900,3470,1,Sunsand
441,3600000,970,359,1367,0,16,Temperate,20200,28700,1131,2,Everbright
442,6380000,3612,2423,4126,0,80,Humid,56300,22700,3466,3,Mistbloom
443,3600000,3763,2555,4593,0,1,Desert,49000,23600,3839,4,Flameshore
444,3600000,2815,30,4676,1,20,Temperate,33600,51500,2750,5,Leafvale Grove
446,3600000,314,70,456,0,19,Temperate,19600,25800,366,2,Springglen Vale
447,3600000,1918,1231,2516,1,15,Temperate,38500,16000,1869,3,Greenlight Grove
448,3670000,3402,2558,4599,0,178,Tundra,35100,53400,2936,4,Winterspine
449,3710000,3901,3053,4293,0,172,Tundra,47700,37400,3927,5,Snowmarsh
450,3600000,1918,1468,2363,0,182,Humid,35900,24800,1933,1,Rivermeadow
451,3810000,4165,3514,4525,0,12,Dry,33300,44900,4074,2,Dryrock
453,3600000,273,147,654,0,32,Temperate,15700,34100,230,4,Elmcrest Vale
454,3600000,4092,3292,4672,0,179,Tundra,52200,15900,4206,5,Icebound Isle
455,3600000,1644,1163,2198,0,38,Temperate,16900,44100,1953,1,Everleaf Grove
456,6270000,316,2,764,1,19,Ocean,34600,6000,188,2,Coralreef
457,3610000,74,1,210,1,47,Ocean,10800,36500,75,1,Baycrest
458,3710000,4651,4197,5003,0,176,Frozen,53500,42600,4826,4,Icebourne
459,3610000,242,209,292,0,41,Humid,48300,59000,221,5,Rainfen
462,3970000,232,149,372,0,41,Humid,12200,56400,219,3,Marshwinds
463,4460000,426,3,649,1,82,Ocean,35000,2800,545,1,Seawind
465,3600000,5702,5324,5942,0,181,Frozen,49600,32200,5803,1,Whitemoor
466,3640000,4859,4258,5200,0,173,Frozen,49500,44200,4998,2,Coldglade
467,3620000,4123,3464,4633,0,176,Tundra,51100,40400,4038,3,Wintercradle
468,3680000,140,1,316,1,44,Ocean,27700,11000,253,2,Shellhaven
469,3630000,1449,16,2195,1,20,Ocean,42500,4200,1491,1,Bluepoint
471,3620000,2305,2027,2661,0,11,Dry,36900,26600,2271,2,Ashfield
472,3620000,4744,3554,5299,0,176,Tundra,46500,34100,5089,3,Icetrail Ridge
473,3620000,2245,1753,2915,0,4,Desert,47800,18600,2046,4,Ashwind
475,4860000,2336,1771,2726,0,51,Humid,38400,24400,2194,1,Mistlight
477,3880000,1003,9,2453,1,49,Ocean,27300,49400,949,2,Wavehill
478,3600000,4800,4430,5115,0,174,Frozen,56400,56000,4739,4,Snowglade
479,3600000,1809,1329,2131,0,9,Dry,35400,22200,1329,5,Drygrove
480,3600000,347,250,737,0,19,Temperate,34200,12500,338,1,Summerstream Vale
481,3940000,410,11,1181,1,35,Ocean,28400,15900,343,1,Saltshoal
482,3610000,1487,384,1741,0,5,Dry,19700,58000,1538,3,Ironmesa
483,5760000,449,4,891,1,103,Ocean,15700,30500,690,2,Oceancrest
484,3610000,4105,3211,5143,1,168,Tundra,42700,57200,3967,5,Coldsnap
485,3650000,2745,228,3130,1,2,Desert,38200,34700,2842,1,Dunewind
486,5810000,5101,4132,5838,0,62,Frozen,58100,45100,5544,2,Icestream
487,3740000,594,134,779,0,43,Humid,38000,2100,689,3,Rainmarsh
488,4460000,4991,4111,5462,0,25,Frozen,58100,34100,4636,4,Glacialstrand
489,4790000,1622,5,2234,1,10,Ocean,51300,6900,5,2,Seastorm
490,3600000,1431,556,1726,0,21,Temperate,28300,17800,1421,1,Woodvale Reach
491,3630000,2301,339,2693,1,2,Desert,38300,28300,2400,2,Sunscarred
492,3600000,327,209,518,0,36,Temperate,20700,21500,346,3,Greenfield Vale
493,3600000,4299,1031,5038,1,178,Humid,41500,51900,4933,4,Riverfog
494,3600000,1885,1561,2176,0,22,Temperate,29900,24400,2051,5,Leafgrove Vale
495,3780000,443,265,668,0,22,Temperate,18200,54600,389,1,Everwood Grove
496,3600000,2897,2630,3141,0,146,Tundra,52400,11900,3031,2,Iceridge
497,3620000,2679,2076,3690,0,2,Desert,52100,4500,2397,3,Firewatch
498,3600000,4939,4405,5226,0,181,Frozen,39000,53100,5026,4,Frostscar
499,3600000,938,3,1292,1,47,Ocean,13200,42700,1281,1,Wavecrest Cove
500,4610000,2355,1780,2935,0,45,Humid,31100,35300,1859,1,Shadowpool
503,3670000,2379,1626,2760,0,26,Temperate,19200,44600,2368,4,Grasshollow
505,3620000,3890,1851,4587,1,2,Desert,47900,54300,4338,1,Sandmere
506,3600000,704,491,1136,0,11,Dry,18800,51900,656,2,Redcanyon
507,3620000,4278,3485,4506,0,8,Dry,31700,42500,4132,3,Stonehollow
508,3720000,3632,2653,4305,0,11,Dry,28700,42800,3506,4,Drywater
509,3600000,5300,3926,5857,0,178,Tundra,48200,34900,5420,5,Winterfang
510,3600000,1443,65,1771,1,174,Humid,40000,12900,1275,1,Watermist
511,3600000,113,1,256,1,52,Ocean,12600,24600,33,1,Coralstrand
512,3730000,3059,2443,3325,0,4,Desert,54300,1100,3018,3,Emberreach
514,4500000,928,6,2138,1,118,Ocean,50300,8100,567,1,Pearlstrand
515,3630000,1981,1578,2254,0,19,Temperate,28000,26300,1948,1,Springfield Vale
516,3740000,683,4,1174,1,34,Ocean,18100,36200,650,2,Baystorm
517,4130000,5222,4599,5577,0,18,Frozen,56600,32700,5346,3,Frozenreach
518,3630000,4297,3420,5499,0,3,Desert,49600,26500,4209,4,Sunpeak
520,3600000,2217,1811,2637,0,7,Dry,28200,37500,2409,1,Sunbleached
521,5080000,4311,1293,5035,0,45,Humid,59300,39000,4289,2,Mistfen
522,3620000,2802,2257,3164,0,179,Humid,56200,900,2721,3,Fenlight
523,3610000,1843,1360,2232,0,0,Desert,22000,57300,2014,4,Goldenreach
524,3670000,3310,2557,3572,0,4,Desert,35400,38300,3312,5,Emberplain
525,3620000,2542,1741,2935,0,7,Dry,21400,47700,2805,1,Rockspire
526,3620000,2509,2153,2831,0,10,Dry,43700,7500,2699,2,Ashenreach
527,3670000,3619,3279,3856,0,0,Desert,37800,59300,3672,3,Ashflats
528,3610000,1592,575,2578,0,120,Humid,44600,3800,1319,4,Marshdell
529,3640000,4295,3312,4730,0,1,Desert,38400,42400,4712,5,Suncradle
530,5230000,4128,2001,5074,1,54,Humid,44200,53900,4596,1,Fogshade
531,4120000,113,1,292,1,72,Ocean,32200,5600,119,2,Bluefall
534,3600000,2133,1696,2583,0,18,Temperate,32100,26800,2140,5,Pineglade
535,3620000,3626,2449,4231,0,173,Humid,43700,41300,3597,1,Riverwind
536,3620000,4880,3897,5284,0,178,Tundra,48300,46300,4767,2,Snowspire
537,4920000,5021,4208,5827,0,24,Frozen,58100,47600,4647,3,Wintercape
538,4770000,325,2,798,1,90,Ocean,21400,17800,324,1,Shellpoint
539,3610000,3092,2649,3370,0,175,Tundra,56600,25800,3012,5,Wintercall
540,3900000,5930,4498,6269,0,12,Frozen,46500,26800,6062,1,Frostdrift
541,3600000,2309,205,2931,1,14,Dry,25500,50200,2603,2,Dustspire
542,3660000,3755,1961,4747,1,16,Temperate,28500,47000,4487,3,Willowbend
543,3770000,897,29,1381,0,40,Temperate,40600,4700,910,4,Maplemoor
544,3690000,1658,582,2434,0,27,Temperate,39400,7600,1954,5,Everbrook
545,3600000,3938,3409,4195,0,7,Dry,59100,24300,4068,1,Ironplain
546,3600000,2423,10,3066,1,6,Ocean,36300,34100,1827,2,Seacoast
547,3600000,2862,2158,3331,0,175,Humid,32600,59200,2954,3,Mistbreath
548,3600000,3252,2833,3823,0,7,Dry,50200,12700,3080,4,Sandtrail
549,3610000,4601,4128,4858,0,167,Frozen,50500,47200,4742,5,Coldstrand
550,3600000,190,134,273,0,29,Temperate,10500,57200,186,1,Leafshade Grove
553,3650000,5721,4405,6374,0,178,Frozen,44300,29200,5975,4,Icecradle
554,3600000,2145,1769,2526,0,1,Desert,38200,20000,2289,5,Sandveil
556,3780000,4903,3978,5259,0,169,Tundra,59100,35000,3978,2,Frostwharf
557,3600000,4412,3267,4667,1,158,Tundra,53900,58200,4456,3,Snowfields
558,4110000,345,124,736,0,60,Humid,10500,58800,314,4,Shadefen Grove
559,3600000,107,1,268,1,30,Ocean,16800,25200,87,1,Oceancliff
561,3600000,2201,1973,2690,0,136,Humid,47600,10500,2278,2,Marshmist
563,5430000,1483,1075,1745,0,74,Humid,31600,21300,1258,4,Rainwatch
565,3770000,1259,7,2017,1,41,Ocean,21100,36400,1288,1,Wavehaven Isle
567,3650000,183,1,322,1,44,Ocean,29800,10200,235,2,Saltstrand
568,3940000,754,1,1798,1,54,Ocean,28800,31300,804,1,Seafrost
569,3850000,4126,274,4538,1,9,Dry,33600,47000,4069,5,Drygulley
570,3690000,4832,3720,5281,0,170,Tundra,57700,36000,4942,1,Icestone Pass
571,3600000,3098,2596,3451,1,180,Tundra,40000,34900,3151,2,Frostwatcher
572,3960000,3004,2476,3324,0,18,Temperate,57200,5000,3216,3,Springmoor
573,3600000,809,602,984,1,31,Temperate,14600,40200,799,4,Grasswind
574,3600000,214,1,444,1,35,Ocean,30400,11900,218,1,Coralpoint
575,3600000,3441,3193,3700,1,6,Dry,41900,34700,3521,1,Dustgulch
576,3600000,2966,2534,3225,0,167,Tundra,51100,12000,2890,2,Icefall Pass
577,3860000,5475,4175,5867,0,3,Frozen,49600,30400,5798,3,Snowblind
578,3670000,2376,1549,2816,0,134,Humid,46600,5200,2540,4,Waterglen
579,4330000,3216,2534,3753,0,39,Temperate,36700,39700,3037,5,Elmmoor
580,3600000,761,462,895,0,20,Temperate,17600,31000,713,1,Woodshade Vale
581,4550000,2451,13,4382,1,54,Ocean,38300,29800,3325,1,Saltseas
582,3620000,4413,4074,4575,0,22,Frozen,29900,43600,4476,3,Frostbluff
584,3600000,528,3,1041,1,43,Ocean,20900,19200,738,1,Ocean's Breath
585,3640000,2823,2115,3135,0,3,Desert,32400,54500,2934,1,Dustcradle
586,3860000,4598,3234,4978,0,3,Desert,52700,53400,4675,2,Firetrail
587,3680000,3123,1768,3534,0,3,Desert,50500,700,3360,3,Sandrift
588,3600000,875,411,1928,0,18,Temperate,26000,23800,826,4,Greenlight Vale
589,3710000,195,1,271,1,48,Ocean,18300,20900,217,1,Seabright
590,6910000,3965,3014,4381,0,84,Tundra,36300,44600,3966,1,Wintercliff
591,3600000,2020,1005,2647,0,1,Desert,42800,5700,1990,2,Dunepeak
593,6610000,3328,223,3991,1,51,Humid,43500,58900,3632,4,Fogfen
594,6200000,2881,2081,3240,0,101,Humid,42200,9800,3191,5,Shadebloom
595,3600000,1195,8,1850,1,21,Ocean,25300,30900,1500,1,Wavecliff
596,3600000,4466,3950,4727,0,4,Desert,36000,51900,4484,2,Sunbleak
597,3600000,2330,2029,2775,0,13,Dry,45200,9300,2246,3,Burnplain
598,3670000,3961,3358,4448,0,174,Tundra,48300,39300,3876,4,Icestream Vale
601,5460000,4069,441,5506,1,48,Humid,56800,29700,3786,2,Riverfen Vale
602,3600000,2715,1649,3189,1,8,Dry,33600,33500,2595,3,Stonecrag
604,3600000,5431,3847,5888,0,169,Tundra,51100,32600,5304,5,Wintercrest
605,3680000,3451,2531,3738,0,6,Dry,52700,2200,3509,1,Dryhill
606,4020000,801,104,1238,1,53,Humid,30800,15400,854,2,Mistglen Vale
608,3690000,3576,3054,3969,0,10,Dry,35800,58800,3719,4,Ashwaste
609,3820000,2882,2191,3686,0,6,Dry,34000,37900,3089,5,Ironvein
610,3600000,2004,1578,2744,0,8,Dry,22600,53100,2078,1,Rockwaste
611,3620000,3044,2585,3352,0,24,Temperate,44000,10200,3131,2,Evermire
612,3600000,1813,1330,1982,0,9,Dry,25000,32700,1891,3,Burnscar
613,4340000,4673,3680,5804,1,29,Temperate,42200,27100,4815,4,Leafstone Vale
615,3690000,3197,2495,4182,0,22,Temperate,25800,45100,2859,1,Summerbrook
616,3680000,4216,2964,5009,0,5,Dry,44500,22300,4704,2,Sandscarred
617,3650000,2801,2309,3019,0,173,Humid,34100,56400,2836,3,Fencrest Vale
618,6240000,3950,3009,4920,0,65,Tundra,43300,43500,3333,4,Iceshard Crag
619,3610000,4557,3784,4895,0,178,Tundra,51100,51500,4735,5,Snowcrest Pass
620,3770000,715,3,1444,1,43,Ocean,35900,9000,589,1,Coralwave
621,3600000,2221,1910,2394,0,131,Humid,23000,40100,2250,2,Rainshade Grove
622,3600000,3500,2155,4369,0,137,Humid,40300,26500,3849,3,Marshveil
623,3600000,2164,1744,2785,0,2,Desert,26900,55100,2342,4,Flamemesa
624,3600000,4892,4026,5114,0,2,Frozen,59200,16000,4896,5,Frozenmoor
625,7130000,1705,12,2360,1,21,Ocean,26900,27100,1632,1,Blue Lagoon
627,5780000,1731,2,2822,1,94,Ocean,28500,52700,2173,2,Bayrock
629,3600000,364,7,1239,0,19,Temperate,19500,30800,87,5,Elmfen
630,3620000,3288,2566,3856,0,169,Tundra,41900,39600,2816,1,Icestone Peak
631,3600000,858,484,1385,0,13,Dry,17300,50400,906,2,Drycreek
635,3600000,4555,3959,4911,0,124,Tundra,55400,47600,4484,1,Frostpeak Ridge
636,3600000,1322,810,2251,0,34,Temperate,16100,42100,1452,2,Pinefen
637,3630000,4592,3277,5381,0,0,Desert,57900,31100,4880,3,Sunreach
638,3620000,2536,1666,3058,1,19,Temperate,38500,17000,2581,4,Greenbrook
640,4710000,3359,2335,3828,0,42,Humid,51700,1400,3639,1,Shadowbrook
641,3600000,1583,1291,1787,0,18,Temperate,27800,22100,1606,2,Everflow
644,3600000,3026,2314,3345,0,178,Humid,40900,36900,2676,5,Waterglade
646,3610000,4184,3331,5061,0,179,Tundra,55000,14300,4645,2,Frostwatch Peak
647,3600000,218,55,298,0,22,Temperate,18700,24000,222,3,Leafbreeze
649,5080000,2088,732,2449,1,51,Humid,24500,57800,2172,5,Fogwood
650,6450000,862,96,1260,0,46,Humid,44000,900,923,1,Mistward Vale
651,3600000,204,59,299,1,44,Humid,16100,19000,238,2,Fenwatch Vale
654,3600000,417,314,691,0,16,Temperate,22700,25900,455,5,Springfen Vale
656,3610000,139,1,247,1,49,Ocean,20500,15300,163,1,Saltbay
658,5950000,2466,2004,2806,0,36,Temperate,24300,44300,2772,4,Greensprings
659,3600000,261,172,399,0,25,Temperate,33400,10800,258,5,Summerstone
661,3600000,3172,2654,3829,0,4,Desert,52400,13900,2919,2,Ashflat
662,3840000,4802,3202,5333,1,5,Dry,55100,43100,4782,3,Dustwave
663,3600000,990,3,1956,1,29,Ocean,26500,22700,850,2,Oceanrest
665,3610000,4019,3113,4477,0,4,Desert,35500,41200,4343,1,Sandhollow
668,3600000,945,373,1517,1,21,Temperate,18900,34200,909,4,Elmfall
670,3610000,3701,3179,4022,0,175,Tundra,46000,37700,3574,1,Icethorn Ridge
671,3600000,3770,3235,4161,0,175,Tundra,53200,19300,3817,2,Snowvale Peak
674,3610000,730,7,991,1,27,Ocean,41100,2200,828,1,Tidevale
675,3600000,2259,1878,2501,0,14,Dry,21400,39600,2291,1,Ashspire
676,4140000,1453,982,1783,0,38,Temperate,30000,20600,1350,2,Woodmeadow
679,3600000,1537,39,2050,1,8,Dry,24600,37600,1633,5,Stonebreak
681,5530000,2550,1910,3239,0,24,Temperate,49600,10900,2547,2,Leafwater Vale
683,3930000,4597,3432,4849,0,14,Dry,48500,50500,4797,4,Rockfall
685,5110000,2443,1927,2834,0,82,Humid,19400,42300,2506,1,Shadegrove
687,3600000,1970,1460,2269,0,7,Dry,26100,37700,1824,3,Dustcove
688,4020000,359,254,502,0,34,Temperate,21300,25200,333,4,Everfield Vale
690,4710000,2750,1917,4176,0,40,Temperate,44600,21000,2886,1,Greenwatch Vale
692,3860000,691,177,983,0,38,Temperate,17100,32800,918,3,Summerflow
693,3650000,3365,2548,3936,0,168,Tundra,43900,39600,3256,4,Icecap Ridge
696,3600000,1290,727,1909,0,4,Desert,20900,52000,1188,2,Sunblaze
698,6040000,2135,6,2809,1,16,Ocean,47300,7300,2288,1,Coralhaven
700,3610000,590,272,1273,0,37,Temperate,34800,10400,629,1,Elmriver
702,3710000,2394,2061,2821,0,135,Humid,23100,42500,2321,3,Riverbend Vale
704,3600000,1691,23,2081,1,11,Dry,26900,32100,1607,5,Dryrock Ridge
706,4280000,4490,3478,5332,0,20,Temperate,42500,24700,4596,2,Leafwatch
707,3630000,1215,7,1874,1,25,Ocean,19200,37900,1054,1,Waveflow
717,3620000,4539,3592,5514,0,1,Desert,59200,11100,4949,3,Dustrock
718,3640000,4120,3420,4458,0,2,Desert,54900,18900,4273,4,Sandcrest
721,3600000,1860,1213,2182,0,13,Dry,29000,24900,2180,2,Ironrift
727,3830000,5310,4693,5523,0,4,Frozen,54800,51900,5119,3,Snowfrost
730,4510000,3360,2757,3713,0,6,Dry,39300,58400,3612,1,Stonewaste
734,3680000,1843,1464,2325,0,16,Temperate,28500,35600,1609,5,Greenglade
745,3610000,3182,2516,3623,0,179,Tundra,37200,56100,3109,1,Winterpine
750,4560000,1118,1,2427,1,69,Ocean,31300,33400,77,2,Blue Coral
756,3600000,304,199,609,0,24,Temperate,27100,14700,254,2,Everglade Vale
767,3600000,1171,560,1472,0,16,Temperate,16400,48900,1170,3,Grassmoor
768,3600000,5141,4314,5544,0,181,Frozen,54500,53600,5242,4,Glacierwatch
794,3640000,190,1,438,1,43,Ocean,27200,13400,287,1,Seabreak
